mID,nsites,formula,pointGroup,spaceGroup,volume,a,b,c,alpha,beta,gamma,eij
mp-642682,12,CsHO,222,19,260.0835821098649,4.46863617,13.18941088,4.41278272,90.00000000,90.00000000,90.00000000,0.704325
mp-767367,12,VOF,222,19,126.74959843720721,3.78041303,10.06008933,3.33277123,90.00000000,90.00000000,90.00000000,0.053349
mp-7648,12,SiO2,222,20,193.78403566984338,5.08853779,5.22988784,8.33443473,90.00000000,90.00000000,119.10989814,0.129867
mp-557118,12,SiO2,222,20,166.55864059593623,4.76924033,5.92189309,5.92189283,95.21747550,90.00000000,90.00000000,0.557949
mp-553932,12,GaPO4,222,20,175.43731937561114,5.00549643,5.00549678,7.00209805,90.00000000,90.00000000,90.09094200,0.527565
mp-4051,12,AlPO4,222,20,188.26142525755108,5.12521550,5.12521549,7.16700421,90.00000000,90.00000000,90.09350749,0.57023
mp-634812,12,H2O,222,20,98.14970836140722,4.30646102,4.30646102,6.26864080,90.00000000,90.00000000,122.40760058,0.015964
mp-766949,12,Li3VF8,222,21,163.3265034496068,5.29135278,5.29135310,6.31789373,90.00000000,90.00000000,112.58405654,0.050568
mp-764425,13,LiY3WO8,222,21,198.2392294843493,6.29210792,6.29205500,6.15228708,89.99699117,89.99726335,54.47750063,0.1118
mp-625521,5,H3BrO,m,8,70.5202893249416,4.25314213,4.42975516,4.29932890,71.47775006,70.76694315,71.73839027,0.164928
mp-625996,6,NaHO,m,6,67.04818112601819,5.98226195,3.63646636,5.59412009,90.00000000,33.43203962,90.00000000,1.564626
mp-673245,8,CuI,m,7,222.98731696406927,4.28597134,17.15645811,7.42916228,29.99735509,54.73071730,59.99512319,0.073475
mp-643033,8,KPH2SO3,m,8,119.86758386096588,4.58214725,4.58214725,6.01697066,76.94930134,103.05069866,91.85072642,0.350053
mp-766909,8,LiVF6,m,8,122.38599064889088,5.44177221,5.60899532,4.84199506,106.30706526,90.01064772,119.02173671,2.07248
mp-773044,8,LiCuO2,m,8,87.45996566339616,5.20986391,5.20986391,7.38749154,60.59837461,119.40162539,149.55913541,0.817401
mp-775531,8,LiMnO2,m,9,77.84637471115073,2.95329142,3.08540343,10.11372094,97.85835671,85.90442443,121.49115754,2.34136
mp-28508,10,Cd(HO)2,m,8,106.04763195487453,3.27170060,5.83046739,6.44048217,113.62049699,99.28747457,101.80561092,0.875906
mp-765334,10,LiMnOF2,m,9,107.57797297351493,5.34397617,5.44222045,5.09163427,114.01071177,58.37826186,119.42677850,0.211352
mp-765359,11,Li5VO4F,m,8,105.22250712630776,4.02065774,5.13678690,5.81470065,73.66459058,90.03565498,66.96848645,0.454212
mp-754840,12,TaAsO4,m,7,160.45300211348257,5.71334472,5.57809003,5.12719862,90.00000000,100.90100675,90.00000000,1.195054
mp-849459,12,Li2FeO2F,m,9,112.14457485648758,5.13115615,5.13115615,5.21672762,78.38977299,101.61022701,62.38910518,0.697296
mp-625081,5,Ni(HO)2,2,5,39.93525321178966,3.13723824,3.14372966,4.69721589,89.99999927,94.39242987,120.06847818,0.96021
mp-625074,5,Ni(HO)2,2,5,40.74297888261287,3.16252192,3.16485051,4.73215004,90.00000034,95.64047979,120.02435766,0.46464
mp-625565,5,Cd(HO)2,2,5,52.817065340411574,3.58567508,3.53838218,4.80522541,90.00000036,94.44941564,119.56464557,0.775685
mp-625953,5,Co(HO)2,2,5,42.722177138332746,3.18864238,3.23753449,4.80977854,90.00000023,92.53765143,120.50852361,0.71631
mp-626143,5,Mg(HO)2,2,5,42.594212652501376,3.18078937,3.17023351,4.89032138,89.99999996,85.70987973,119.89028013,0.84906
mp-626701,5,Mn(HO)2,2,5,46.217727206792894,3.36648474,3.34844525,4.74757763,90.00000000,94.74864904,119.82289875,1.024427
mp-626644,5,Ca(HO)2,2,5,56.46029284316147,3.63272065,3.56655142,5.02260937,89.99999948,85.46661363,119.39926146,0.83534
mp-626689,5,Fe(HO)2,2,5,43.85049704714471,3.31057015,3.30172091,4.64823655,89.99999933,85.39175752,119.91160859,0.716358
mp-626881,5,Ni(HO)2,2,5,65.8130813802733,7.63428234,8.09560999,8.09561011,22.44681882,22.95147591,22.95147617,0.09956
mp-626878,5,Ca(HO)2,2,5,56.341780066489235,3.65287724,3.60241648,4.99532979,90.29669489,96.02633055,120.24834773,0.98301
mp-626000,6,NaHO,2,4,66.9620204095219,5.90814617,3.40987941,5.97700399,90.00000000,33.78667737,90.00000000,0.431958
mp-626721,6,RbHO,2,4,103.43664527405537,4.26771119,4.22056882,5.99164559,90.00000000,106.57759841,90.00000000,0.090306
mp-626716,6,KHO,2,4,89.80915383974023,4.05402240,3.98388658,5.75369783,90.00000000,104.88299633,90.00000000,0.134856
mp-625359,8,NdHO2,2,4,101.30386575772508,4.35718156,3.85262857,6.56001437,90.00000000,113.08302035,90.00000000,0.469331
mp-632403,3,CdCl2,2,5,88.14585068713131,11.76406996,4.99535670,6.62182024,140.38841129,153.39476544,30.38459040,0.2973
mp-752767,4,LiAgF2,2,5,50.8436008303996,3.04887833,6.56253636,18.95666095,15.55561379,90.19346188,76.76105936,0.11844
mp-551905,5,OsO4,2,5,96.1741663883892,4.79265552,4.92671384,5.24604806,115.68881865,117.20605188,90.03626043,0.054636
mp-626843,5,Ni(HO)2,2,5,70.29965538263968,8.57750924,8.57750924,8.43199511,21.13780598,21.13780598,20.97244290,0.24996
mp-31053,6,Ag2S,2,4,146.37833282475358,4.34521100,5.89856393,6.36933693,90.00000000,116.27818295,90.00000000,0.40547
mp-560025,6,Ag2S,2,4,127.4635354635892,4.25678185,6.50614355,4.72456139,90.00000000,76.94042282,90.00000000,0.734234
mp-776081,6,K2O,2,4,132.22115099880293,4.10796418,7.98977204,4.34260135,90.00000000,68.07330259,90.00000000,1.028376
mp-863076,6,NbBiO4,2,5,98.22180055255069,6.65314676,4.19102154,4.20383558,88.96162155,66.66531435,67.52710940,1.822829
mp-551135,9,BaCuB2O5,2,5,123.52194623309273,4.11280061,5.66387670,5.66387415,109.56953757,93.72937535,93.72932762,0.39419
mp-755256,9,LiBiB2O5,2,5,100.10864354096856,5.28498572,5.28498572,3.84214699,86.14324724,93.85675276,69.94048247,3.039611
mp-769218,9,Ni(PS3)2,2,5,197.25264527764259,5.82425375,5.82332685,6.97334354,82.26291615,105.61740761,120.00526533,0.0933
mp-763784,9,LiMn2F6,2,5,114.04906518660599,5.61571278,5.30742309,4.51251952,90.51105681,88.55373089,121.97720884,0.48645
mp-675879,10,Ag3SI,2,4,247.32372800336645,4.91261355,10.03580356,7.16907304,44.41007179,90.00000000,89.53634388,0.64589
mp-762225,10,BaCO3,2,4,164.94598970279927,7.11676800,5.40390254,4.58013735,90.00000000,110.54042338,90.00000000,0.28204
mp-781081,10,VOF3,2,4,145.4705361068143,5.62847911,5.40026779,5.52082109,90.00000000,119.90054207,90.00000000,1.056037
mp-23349,10,Bi(BO2)3,2,5,119.91712082049985,4.41418129,4.41418129,6.65201702,78.67315542,78.67315547,72.53875066,0.750674
mp-31935,10,MnP2O7,2,5,111.13692932036787,5.09471208,5.09471209,4.47005834,81.66747001,98.33253003,79.55441182,1.05362
mp-763200,10,LiVO3,2,5,107.92849533729468,5.36632721,4.95067000,9.82332961,87.41092401,29.21926684,102.64960592,1.46602
mp-764285,10,VOF3,2,5,141.14172691373216,5.64757614,5.64757627,4.96826429,91.53230911,88.46769688,116.98462126,0.213379
mp-18878,11,LiFeAs2O7,2,5,134.0641188508842,4.82213664,5.41649638,5.41649637,102.09911242,98.91319064,98.91319057,1.749669
mp-550925,11,NaScAs2O7,2,5,150.18826149642638,4.89163995,5.67464454,5.67466052,102.88497561,97.45590317,97.45567988,0.678155
mp-545346,11,LiGaAs2O7,2,5,130.45131244676153,4.77544045,5.36614194,5.36613659,102.05739984,98.78584948,98.78573401,0.59436
mp-547017,11,LiAlAs2O7,2,5,124.25671868987287,4.70739882,5.26818385,5.26818527,101.24387595,98.91752933,98.91746579,0.631698
mp-552663,11,LiScAs2O7,2,5,143.02447846209432,4.92034231,5.54527429,5.54531476,103.08604730,98.62427633,98.62512083,0.29635
mp-31785,11,LiFeP2O7,2,5,119.87676225332858,5.26770960,5.26770960,4.55421270,81.46697836,98.53302157,77.52837729,0.551672
mp-32057,11,LiMoP2O7,2,5,130.0142810144332,5.44521610,5.44521610,4.62824698,81.92583771,98.07416226,76.59036097,0.20007
mp-31649,11,LiCrP2O7,2,5,118.15801913212238,5.24672950,5.24672950,4.52164465,81.60532803,98.39467206,77.47671040,0.559921
mp-31928,11,LiMnP2O7,2,5,121.5656631599667,5.30834956,5.30834955,4.59434287,79.03308524,100.96691483,79.56923057,0.210374
mp-763498,11,LiP2WO7,2,5,129.7308485650147,4.58253883,5.46142393,5.47017175,76.27887357,82.12948304,97.76288982,0.113528
mp-759568,11,LiBiP2O7,2,5,146.32962218298945,4.75012048,5.72538028,5.72368129,74.26656423,82.52134470,97.42975733,1.237953
mp-770603,11,Li5CrO5,2,5,102.97689253546142,4.06727956,5.13361649,5.66210644,73.09288187,90.04262812,66.69230027,1.30352
mp-759876,11,Na5SbO5,2,5,149.50979557140252,4.46651057,5.88821690,6.48348384,72.81838575,90.15802487,67.75569259,0.12174
mp-761842,12,Hf3SnO8,2,3,148.93278457110787,4.90778782,5.77872049,5.25148379,90.00000000,90.37266807,90.00000000,0.146608
mp-18953,12,NaV(OF)2,2,4,161.5016136411026,3.57645555,6.56215530,7.32517355,110.04568890,90.00000000,90.00000000,3.02301
mp-5724,12,AlPO4,2,4,194.35679688419705,5.13272951,5.10648652,8.46243015,90.00000000,90.00000000,118.80529206,0.17115
mp-5707,12,CsAsF4,2,4,268.7401936270643,4.90811709,6.76546781,8.77811401,112.78360884,90.00000000,90.00000000,0.141374
mp-555891,12,SiO2,2,4,200.42303594002638,5.18748199,5.22749669,8.46789910,90.00000000,90.00000000,119.21271640,0.041132
mp-765230,12,LiVOF3,2,4,150.96528348438682,5.95165307,5.27688198,5.36340637,90.00000000,116.33262997,90.00000000,0.407263
mp-771797,12,MnCoO4,2,4,143.05984306602127,2.89859467,5.75835477,9.91470172,90.00000000,90.00000000,59.82275343,0.000166
mp-766149,12,LiV(OF)2,2,4,154.35962250844415,5.81412637,3.89481491,6.96826098,90.00000000,101.97911722,90.00000000,1.08682
mp-764895,12,LiVF4,2,4,155.78741871371193,5.29192596,5.53528596,5.92812143,63.78497745,90.00000000,90.00000000,0.13847
mp-556553,12,SiO2,2,5,159.70476155721366,5.46219310,5.46219206,5.51550863,96.48943026,96.48942911,99.68038732,0.13758
mp-557134,12,SiO2,2,5,178.0223261966102,5.43467016,5.43467029,6.82387053,106.83354070,106.83354101,99.16599397,0.07615
mp-777778,12,Li2VO2F,2,5,110.56559900565907,2.98938288,5.11297661,7.78466587,71.59018079,101.05758689,89.99847500,0.15939
mp-766941,13,Li4VF8,2,3,153.77703156628172,5.17624633,5.27266609,6.08210476,90.00000000,90.00000000,112.12158510,0.47818
mp-773224,13,LiY3WO8,2,3,195.9785648327353,6.36047653,6.18732455,12.56059992,140.51607989,141.07741397,56.53863943,0.2208
mp-766801,13,Li4MnF8,2,3,150.16185499842578,5.12984229,5.20322965,6.06180076,90.00000000,90.00000000,111.86399171,0.150697
mp-23719,14,BeAlH5,2,4,128.45559678047212,4.30623438,4.77009170,6.25391385,90.59292532,90.00000000,90.00000000,0.03488
mp-13538,14,KPrSiSe4,2,4,425.75899730444485,6.87010548,7.08219411,9.17922766,90.00000000,107.58057452,90.00000000,0.43468
mp-625717,5,Mn(HO)2,1,1,48.88035344037483,3.37717655,3.37010871,5.00514470,92.05471919,95.54903070,119.97516478,0.960304
mp-626708,5,Co(HO)2,1,1,44.28451151661622,3.31157550,3.25900641,5.03609605,80.63116801,92.56243424,124.19285927,3.921181
mp-676400,4,TlNO2,1,1,74.13989959878052,4.52991688,3.95872123,4.20505825,86.96747189,81.35637316,84.40219884,3.385664
mp-614005,5,VCuO3,1,1,80.0427005968397,5.01025463,5.91448289,5.61830189,62.38078673,69.76698675,33.00841402,0.846861
mp-632480,5,Ag3SI,1,1,123.20734432383682,5.11870306,4.92770118,4.88626165,91.29958791,90.69215132,90.10756251,0.593046
mp-34982,6,Ag3AuS2,1,1,132.70849141133397,5.84495941,4.73718404,4.87211159,80.95959030,91.46758300,95.00607085,0.352651
mp-676049,6,KBF4,1,1,105.72426454705452,5.36067218,5.29811545,5.50958401,56.17548108,56.35485445,62.86707129,0.192983
mp-756006,6,LiSbS,1,1,144.3708849983662,6.33196998,7.17357055,8.56391624,148.03440703,112.78937368,89.33411800,0.104828
mp-35795,7,BiPbF5,1,1,111.52185166487936,4.24825970,4.39394122,8.60657327,58.29841869,59.09646778,60.27549389,2.929233
mp-696736,8,RbBe2F5,1,1,120.8340363706558,4.76322506,4.72205629,6.21221622,88.67596227,92.35337645,120.05748323,0.157238
mp-753316,8,Li2AgF5,1,1,106.8937065765335,3.65803999,5.01333251,5.96144168,87.28669763,95.63114702,100.60245495,0.754805
mp-764744,8,V2OF5,1,1,107.36215956137906,5.20338606,5.44170710,5.23242556,118.59963484,119.18145894,90.94992124,0.652668
mp-635393,4,Ca2PI,1,1,123.58847294160566,17.99032051,7.95166982,9.17165734,152.33692851,166.74536666,24.26156073,0.409463
mp-36577,7,Sr(AsS2)2,1,1,195.24285490870753,8.59676714,10.66889797,5.87390456,42.22580648,44.09645746,34.16843797,2.426426
mp-14983,9,Si4P4Ru,1,1,153.1281496682696,4.97029015,5.66587703,6.20829324,85.59443632,68.27006419,70.75441996,0.17626
mp-9198,9,Fe(SiP)4,1,1,144.39223358868574,4.88617740,5.55288347,6.08113208,85.39649070,68.38859779,70.46354569,0.171771
mp-32868,9,Ag2S,1,1,194.75746272229614,4.43547600,4.61998912,13.80956121,119.59765915,118.96900935,94.86924124,1.109733
mp-782714,9,LiV2(OF)3,1,1,104.13961433239099,5.14437920,5.27080432,5.30063212,61.74248243,87.50545939,58.66789738,0.708495
mp-775985,9,V2NiO6,1,1,101.79655191547009,5.27871562,5.43232510,5.63462288,53.08804486,55.94221947,57.25101300,1.716598
mp-33319,10,Pr3NF6,1,1,151.29583701509338,4.02677898,12.41792699,7.19266238,30.40307790,56.28747789,62.45631841,46.192855
mp-675625,10,KNO3,1,1,179.08822733979972,4.62593370,9.26902843,7.40534222,36.95901143,69.73155407,73.82931280,0.098665
mp-39259,10,BaLaZnRuO6,1,1,132.99233405993746,5.72765932,5.75361795,5.71738074,60.32450205,59.67870430,59.77125383,1.430472
mp-625094,10,Cd(HO)2,1,1,104.92272568143142,6.12707990,6.14412738,6.23960156,124.50538999,65.77789941,146.80194424,0.523915
mp-675634,10,KBi2F7,1,1,165.39681854533129,3.98382409,4.35498755,12.69076492,61.86138903,64.36947306,62.32985968,12.916294
mp-676002,10,Ba2PrF7,1,1,183.5879649359313,4.41989169,13.71770718,12.06917276,18.22119579,54.10838047,58.54398725,2.072499
mp-761801,10,LiV2CoO6,1,1,101.3290693935254,5.13807097,5.02512415,5.32404817,90.61176173,117.17855259,59.81559408,3.542281
mp-765553,10,LiNi3OF5,1,1,107.43909884861806,5.13350246,5.55190034,5.18146459,118.67663856,59.83312755,117.11125157,3.304937
mp-765532,10,LiV3O5F,1,1,106.45487185335334,5.11955927,5.52299589,5.11223654,116.79180577,60.53621141,118.03764024,5.07089
mp-765867,10,LiV3(O2F)2,1,1,110.37355126670691,5.17852483,5.67122732,5.17535849,118.44053069,60.99671389,118.95180891,3.778991
mp-767123,10,LiMn3(O2F)2,1,1,109.49015492135796,5.06725663,5.55258159,5.30969176,120.11544356,60.10154330,114.13466731,1.643289
mp-765272,10,Li2V2OF5,1,1,112.90024396513303,5.34156401,5.61415307,5.22106602,117.64074159,58.84814078,118.30075039,1.103232
mp-764144,10,LiCo3OF5,1,1,113.4504627638598,5.23410992,5.62153541,5.29626043,118.74120664,60.03225809,117.18637114,11.835329
mp-505200,11,CoCuP2O7,1,1,123.69547900029526,4.58896358,5.34654540,5.38879979,101.71387498,100.72095730,100.75173404,0.912857
mp-613733,11,K2PdN2(ClO2)2,1,1,225.74264650196423,4.50637995,7.84327345,8.17642065,126.62401853,87.51783531,101.93312016,0.101974
mp-763318,11,LiCo2(BO3)2,1,1,118.3422352870442,5.79542608,5.21460002,5.19750435,58.90847012,113.79439293,89.60739761,0.490413
mp-763323,11,LiMn2(BO3)2,1,1,124.20155512974884,5.79768127,5.26418492,5.24401213,60.27357013,112.24145163,88.75439578,0.380107
mp-762268,11,Li3V2O6,1,1,106.90751332202447,6.56226114,5.06575529,9.69537738,85.17211615,41.60979474,50.54424442,0.485098
mp-565192,12,CuBi(WO4)2,1,1,167.80020379413415,5.14835352,6.23470268,6.12172410,108.80063130,113.44919252,91.71054947,0.047843
mp-29157,12,Si3P2Pt,1,1,208.76770937195863,4.88913268,5.52394234,8.14951396,91.39412571,93.52586118,107.95165814,0.432661
mp-556985,12,SiO2,1,1,206.11968322181264,4.92661961,7.15015586,7.05544758,114.06212233,102.22578744,104.07312980,0.131998
mp-556994,12,SiO2,1,1,175.54953517755007,5.15817130,5.33838426,7.01993944,71.03241710,73.80908702,84.32485333,0.06027
mp-33024,12,H2S,1,1,203.55862451362734,5.45928477,6.16520737,6.09328581,83.65908685,92.54746334,91.78169759,0.22313
mp-557873,12,SiO2,1,1,194.25579734404846,4.92506972,7.12610983,6.97433169,122.67772316,83.95995409,108.84196309,30.542384
mp-25483,12,LiCo(WO4)2,1,1,138.80212505962416,4.98269886,5.60857490,5.86892957,69.90237744,90.82828545,114.31935812,1.086772
mp-767044,12,Li2MnO2F,1,1,110.87273171645441,5.12282367,5.06706760,5.23671459,78.06196728,101.20224419,62.25140723,0.541667
mp-767186,12,LiMn3(OF3)2,1,1,160.8215731502117,5.40223477,6.14276737,5.28645836,88.06944525,78.96384517,69.17333988,0.248395
mp-773569,12,LiFe3(OF3)2,1,1,158.2289712375358,5.35671325,6.04957989,5.27375372,88.11195432,78.23766749,71.13999345,0.145819
mp-774922,12,Ti3TeO8,1,1,216.2022260903103,5.49924992,7.34273249,5.50075163,85.62590169,77.88372417,85.97377575,0.449849
mp-779211,12,Li2MnFe(BO3)2,1,1,126.897786001373,6.05127305,5.24244709,5.16996764,60.72604572,113.12794046,88.86989714,0.291658
mp-625993,13,Te(HO)6,1,1,131.24753550661092,5.56749974,5.77860831,5.58280701,61.48384398,62.85082480,60.26552483,0.154989
mp-626012,13,Te(HO)6,1,1,133.7167125926023,5.89562983,6.01539277,5.45482289,62.30091344,60.45102056,55.31336250,0.23022
mp-705676,13,K4MoO8,1,1,258.8020527268324,6.34168387,6.80980659,7.17010875,90.13680493,88.98773274,123.28376748,1.440424
mp-763696,13,Li5(CoO3)2,1,1,145.77064400197722,5.43945904,5.56644939,5.46913624,118.30844274,89.09220521,90.05775834,0.270014
mp-767108,13,LiMn2(PO4)2,1,1,171.14370279900362,4.57946730,5.25114502,7.49744307,87.30480019,76.84685270,77.11704222,0.566652
mp-767263,13,LiFe2(PO4)2,1,1,172.63499388973338,4.55117549,5.20760727,7.69783828,88.52633560,77.36864750,75.95555998,0.472229
mp-767274,13,Li3MnSi2O7,1,1,149.49891177492714,4.66534433,5.35343697,6.75930114,99.34430083,89.14818663,64.37012615,0.614441
